Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_disease,Host,Instrument,Isolate,Isolation_source,lat_lon,Library_ID,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Strain
SRR14272014,AMPLICON,459,13719907,PRJNA718451,SAMN18754102,Pathogen.cl,12658627,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-04-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633689,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011842,Oropharyngeal swab,missing,K011842,K011842,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011842,SRP312925,SARS-CoV-2
SRR14272020,AMPLICON,462,24987106,PRJNA718451,SAMN18754096,Pathogen.cl,22986043,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-04-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633683,Mozambique,Africa,Mozambique: Tete,COVID-19,Homo sapiens,MinION,K011836,Oropharyngeal swab,missing,K011836,K011836,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011836,SRP312925,SARS-CoV-2
SRR14272022,AMPLICON,455,23826633,PRJNA718451,SAMN18754041,Pathogen.cl,21912691,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-08-22,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633681,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011781,Oropharyngeal swab,missing,K011781,K011781,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011781,SRP312925,SARS-CoV-2
SRR14272023,AMPLICON,478,22059312,PRJNA718451,SAMN18754094,Pathogen.cl,20271820,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-05-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633680,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011834,Oropharyngeal swab,missing,K011834,K011834,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011834,SRP312925,SARS-CoV-2
SRR14272024,AMPLICON,474,51234570,PRJNA718451,SAMN18754093,Pathogen.cl,47094513,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-04-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633679,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011833,Oropharyngeal swab,missing,K011833,K011833,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011833,SRP312925,SARS-CoV-2
SRR14272025,AMPLICON,474,33910102,PRJNA718451,SAMN18754092,Pathogen.cl,31163382,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-03-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633678,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011832,Oropharyngeal swab,missing,K011832,K011832,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011832,SRP312925,SARS-CoV-2
SRR14272028,AMPLICON,473,40828196,PRJNA718451,SAMN18754089,Pathogen.cl,37563208,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-03-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633675,Mozambique,Africa,Mozambique: Beira,COVID-19,Homo sapiens,MinION,K011829,Oropharyngeal swab,missing,K011829,K011829,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011829,SRP312925,SARS-CoV-2
SRR14272036,AMPLICON,481,27710778,PRJNA718451,SAMN18754082,Pathogen.cl,25508871,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-31,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633667,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011822,Oropharyngeal swab,missing,K011822,K011822,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011822,SRP312925,SARS-CoV-2
SRR14272039,AMPLICON,456,33844056,PRJNA718451,SAMN18754079,Pathogen.cl,31108432,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633664,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011819,Oropharyngeal swab,missing,K011819,K011819,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011819,SRP312925,SARS-CoV-2
SRR14272043,AMPLICON,465,15536347,PRJNA718451,SAMN18754075,Pathogen.cl,14315883,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-31,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633660,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011815,Oropharyngeal swab,missing,K011815,K011815,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011815,SRP312925,SARS-CoV-2
SRR14272044,AMPLICON,472,51349472,PRJNA718451,SAMN18754039,Pathogen.cl,47149544,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-08-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633659,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011779,Oropharyngeal swab,missing,K011779,K011779,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011779,SRP312925,SARS-CoV-2
SRR14272045,AMPLICON,484,25479984,PRJNA718451,SAMN18754074,Pathogen.cl,23479798,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633658,Mozambique,Africa,Mozambique: Gaza,COVID-19,Homo sapiens,MinION,K011814,Oropharyngeal swab,missing,K011814,K011814,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011814,SRP312925,SARS-CoV-2
SRR14272052,AMPLICON,467,25654987,PRJNA718451,SAMN18754067,Pathogen.cl,23581138,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-11-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633651,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011807,Oropharyngeal swab,missing,K011807,K011807,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011807,SRP312925,SARS-CoV-2
SRR14272054,AMPLICON,467,31089766,PRJNA718451,SAMN18754065,Pathogen.cl,28589202,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633649,Mozambique,Africa,Mozambique: Quelimane,COVID-19,Homo sapiens,MinION,K011805,Oropharyngeal swab,missing,K011805,K011805,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011805,SRP312925,SARS-CoV-2
SRR14272056,AMPLICON,463,15124386,PRJNA718451,SAMN18754064,Pathogen.cl,13962562,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-11-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633647,Mozambique,Africa,Mozambique: Sofala,COVID-19,Homo sapiens,MinION,K011804,Oropharyngeal swab,missing,K011804,K011804,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011804,SRP312925,SARS-CoV-2
SRR14272058,AMPLICON,482,44980597,PRJNA718451,SAMN18754062,Pathogen.cl,41310209,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-11-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633645,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011802,Oropharyngeal swab,missing,K011802,K011802,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011802,SRP312925,SARS-CoV-2
SRR14272062,AMPLICON,448,17357500,PRJNA718451,SAMN18754058,Pathogen.cl,15994992,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-09-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633641,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011798,Oropharyngeal swab,missing,K011798,K011798,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011798,SRP312925,SARS-CoV-2
SRR14272065,AMPLICON,490,55414706,PRJNA718451,SAMN18754055,Pathogen.cl,50819930,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-09-29,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633638,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011795,Oropharyngeal swab,missing,K011795,K011795,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011795,SRP312925,SARS-CoV-2
SRR14272067,AMPLICON,497,108916930,PRJNA718451,SAMN18754054,Pathogen.cl,99911388,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633636,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011794,Oropharyngeal swab,missing,K011794,K011794,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011794,SRP312925,SARS-CoV-2
SRR14272071,AMPLICON,459,24605425,PRJNA718451,SAMN18754050,Pathogen.cl,22676198,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-06-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633632,Mozambique,Africa,Mozambique: Cabo Delgado,COVID-19,Homo sapiens,MinION,K011790,Oropharyngeal swab,missing,K011790,K011790,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011790,SRP312925,SARS-CoV-2
SRR14272072,AMPLICON,467,24053296,PRJNA718451,SAMN18754049,Pathogen.cl,22137086,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-08-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633631,Mozambique,Africa,Mozambique: Tete,COVID-19,Homo sapiens,MinION,K011789,Oropharyngeal swab,missing,K011789,K011789,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011789,SRP312925,SARS-CoV-2
SRR14272074,AMPLICON,461,25951729,PRJNA718451,SAMN18754047,Pathogen.cl,23868923,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-09-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633629,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011787,Oropharyngeal swab,missing,K011787,K011787,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011787,SRP312925,SARS-CoV-2
SRR14272075,AMPLICON,479,30804926,PRJNA718451,SAMN18754046,Pathogen.cl,28325100,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-02-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633628,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011786,Oropharyngeal swab,missing,K011786,K011786,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011786,SRP312925,SARS-CoV-2
SRR14272076,AMPLICON,467,43797228,PRJNA718451,SAMN18754045,Pathogen.cl,40332908,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-01-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633627,Mozambique,Africa,Mozambique: Nampula,COVID-19,Homo sapiens,MinION,K011785,Oropharyngeal swab,missing,K011785,K011785,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011785,SRP312925,SARS-CoV-2
SRR14272078,AMPLICON,445,17369630,PRJNA718451,SAMN18754035,Pathogen.cl,16010223,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-08-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633625,Mozambique,Africa,Mozambique: Tete,COVID-19,Homo sapiens,MinION,K011775,Oropharyngeal swab,missing,K011775,K011775,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011775,SRP312925,SARS-CoV-2
SRR14271964,AMPLICON,467,31131959,PRJNA718451,SAMN18754269,Pathogen.cl,28496087,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633619,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011873,Oropharyngeal swab,missing,K011873,K011873,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011873,SRP312925,SARS-CoV-2
SRR14271966,AMPLICON,496,99463655,PRJNA718451,SAMN18754290,Pathogen.cl,90757691,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633617,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011894,Oropharyngeal swab,missing,K011894,K011894,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011894,SRP312925,SARS-CoV-2
SRR14271973,AMPLICON,477,35593966,PRJNA718451,SAMN18754284,Pathogen.cl,32576819,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633610,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011888,Oropharyngeal swab,missing,K011888,K011888,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011888,SRP312925,SARS-CoV-2
SRR14271978,AMPLICON,463,30860358,PRJNA718451,SAMN18754279,Pathogen.cl,28262805,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633605,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011883,Oropharyngeal swab,missing,K011883,K011883,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011883,SRP312925,SARS-CoV-2
SRR14271980,AMPLICON,494,118596801,PRJNA718451,SAMN18754277,Pathogen.cl,108191613,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633603,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011881,Oropharyngeal swab,missing,K011881,K011881,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011881,SRP312925,SARS-CoV-2
SRR14272027,AMPLICON,479,31382567,PRJNA718451,SAMN18754090,Pathogen.cl,28867530,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-04-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633676,Mozambique,Africa,Mozambique: Cabo Delgado,COVID-19,Homo sapiens,MinION,K011830,Oropharyngeal swab,missing,K011830,K011830,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011830,SRP312925,SARS-CoV-2
SRR14272031,AMPLICON,470,29666421,PRJNA718451,SAMN18754086,Pathogen.cl,27296973,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-02-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633672,Mozambique,Africa,Mozambique: Tete,COVID-19,Homo sapiens,MinION,K011826,Oropharyngeal swab,missing,K011826,K011826,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011826,SRP312925,SARS-CoV-2
SRR14272046,AMPLICON,469,16363386,PRJNA718451,SAMN18754073,Pathogen.cl,15085070,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633657,Mozambique,Africa,Mozambique: Niassa,COVID-19,Homo sapiens,MinION,K011813,Oropharyngeal swab,missing,K011813,K011813,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011813,SRP312925,SARS-CoV-2
SRR14272048,AMPLICON,498,136084127,PRJNA718451,SAMN18754071,Pathogen.cl,124728259,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-12-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633655,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011811,Oropharyngeal swab,missing,K011811,K011811,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011811,SRP312925,SARS-CoV-2
SRR14272069,AMPLICON,499,56665895,PRJNA718451,SAMN18754052,Pathogen.cl,52015890,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633634,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011792,Oropharyngeal swab,missing,K011792,K011792,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011792,SRP312925,SARS-CoV-2
SRR14271977,AMPLICON,484,67886752,PRJNA718451,SAMN18754280,Pathogen.cl,62086074,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633606,Mozambique,Africa,Mozambique: Maputo Cidade,COVID-19,Homo sapiens,MinION,K011884,Oropharyngeal swab,missing,K011884,K011884,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011884,SRP312925,SARS-CoV-2
SRR14271979,AMPLICON,465,46485519,PRJNA718451,SAMN18754278,Pathogen.cl,42485494,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2021-02-08,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633604,Mozambique,Africa,Mozambique,COVID-19,Homo sapiens,MinION,K011882,Oropharyngeal swab,missing,K011882,K011882,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011882,SRP312925,SARS-CoV-2
SRR14272038,AMPLICON,464,31389636,PRJNA718451,SAMN18754080,Pathogen.cl,28836929,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-27,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633665,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011820,Oropharyngeal swab,missing,K011820,K011820,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011820,SRP312925,SARS-CoV-2
SRR14272016,AMPLICON,454,24682559,PRJNA718451,SAMN18754100,Pathogen.cl,22720239,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-04-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633687,Mozambique,Africa,Mozambique: Inhambane,COVID-19,Homo sapiens,MinION,K011840,Oropharyngeal swab,missing,K011840,K011840,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011840,SRP312925,SARS-CoV-2
SRR14272061,AMPLICON,469,38365134,PRJNA718451,SAMN18754059,Pathogen.cl,35217910,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-09-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633642,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011799,Oropharyngeal swab,missing,K011799,K011799,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011799,SRP312925,SARS-CoV-2
SRR14272033,AMPLICON,464,28881534,PRJNA718451,SAMN18754040,Pathogen.cl,26609034,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-08-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX10633670,Mozambique,Africa,Mozambique: Maputo Provincia,COVID-19,Homo sapiens,MinION,K011780,Oropharyngeal swab,missing,K011780,K011780,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011780,SRP312925,SARS-CoV-2
SRR14272047,AMPLICON,477,37999458,PRJNA718451,SAMN18754072,Pathogen.cl,34929822,KWAZULU-NATAL RESEARCH INNOVATION AND SEQUENCING PLATFORM-UKZN,Africa Centres for Disease Control and Prevention,2020-10-10,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX10633656,Mozambique,Africa,Mozambique: Cabo Delgado,COVID-19,Homo sapiens,MinION,K011812,Oropharyngeal swab,missing,K011812,K011812,SINGLE,RT-PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,OXFORD_NANOPORE,2021-04-19T00:00:00Z,K011812,SRP312925,SARS-CoV-2
